	pielou_e
UNKGMB37	0.7473985564808592
UNKGMB10	0.7575232024759807
UNKGMB19	0.7207514529338671
UNKGMB7	0.7549276063333163
UNKGMB6	0.7515951133512669
UNKGMB38	0.7336061276833545
LSGMB16	0.7295706890312368
UNKGMB5	0.742338554005678
UNKGMB24	0.7160204711350687
UNKGMB26	0.7058327703041336
LSGMB10	0.7371204554595053
UNKGMB28	0.7046859874491557
RSGMB3	0.7313489863195514
LFGMB1	0.7247281026329693
RSGMB4	0.7335868152247276
UNKGMB36	0.7345070491696708
RSGMB5	0.7230220848961821
UNKGMB12	0.7431352146757585
G12MB13	0.7092406072731431
UNKGMB25	0.71511555784048
RSGMB6	0.717939574318664
G12MB10	0.703379689249113
UNKGMB30	0.7612160919778436
UNKGMB14	0.7665262314944168
UNKGMB13	0.740641592033458
G2MB7	0.6503543054078857
UNKGMB8	0.7557406462640106
G12MB2	0.6379296110396778
AGMB6	0.582398380775542
UNKGMB21	0.7352099391023503
G12MB17	0.656634010166042
G2MB14	0.7051116306826948
LSGMB14	0.7283087658372809
G12MB7	0.6416013040483188
LSGMB11	0.6928150862286611
UNKGMB34	0.7504219787492502
UNKGMB20	0.7480416168875216
G2MB6	0.7126283587708806
RSGMB7	0.7133408510847236
LSGMB15	0.7228825570925453
UNKGMB27	0.7091699622377522
UNKGMB29	0.7088240543613706
RSGMB1	0.7172977116770091
URGMB11	0.6684445073950228
G2MB12	0.652105692081497
LSGMB13	0.7681753613572592
URGMB13	0.6931274942549966
URGMB12	0.7053189621225627
LSGMB20	0.7488780502707412
UNKGMB33	0.7270957871065908
LSGMB1	0.7232387988988561
LSGMB17	0.7401054343654366
G2MB9	0.6735237948349125
G2MB11	0.7516200675209861
G12MB14	0.3939152825607818
URGMB2	0.714384893351535
G2MB3	0.7131552417772774
URGMB5	0.7017315053545434
G12MB3	0.6381880445241901
G2MB13	0.7424960697352105
G12MB11	0.6479460790962465
G2MB10	0.6786940464754592
G12MB4	0.5967741294230972
URGMB4	0.6868234174183636
URGMB6	0.6727937676174074
G12MB1	0.5754293845458834
G2MB15	0.7119229879354433
URGMB14	0.7306210871658717
AGMB2	0.6894026951141614
AGMB7	0.6395037707676836
UNKGMB35	0.757237274081491
URGMB3	0.7029366938721651
LSGMB19	0.7194041526056588
FRCMB4	0.40056061068603477
AGMB1	0.5649159280830386
FRCMB1	0.4965119596765047
UNKGMB18	0.7550495515498573
UNKGMB23	0.7473010056005293
UNKGMB17	0.729257422785861
AGMB5	0.6293423870885969
UNKGMB22	0.7508950657283193
UNKGMB4	0.7209538828534876
UNKGMB15	0.7533904811100555
G12MB5	0.7199630988778273
G12MB16	0.3043394638640404
G2MB4	0.7164381229365963
UNKGMB9	0.7418641812142334
G2MB8	0.717943063727045
G2MB2	0.6541349084481592
UNKGMB11	0.7422002608695728
URGMB8	0.6712806635332789
URGMB7	0.6579027614773233
G12MB9	0.671305105850344
URGMB9	0.6769181426363581
AGMB3	0.7130187319278181
G12MB6	0.7293315521089485
G12MB8	0.5151558725695831
FRCMB2	0.44134496678163715
URGMB10	0.6433122248672681
FRCMB3	0.5137681626209407
AGMB4	0.5425394966710572
URGMB1	0.6885496455995336
FRCMB5	0.6170274145423145
G2MB1	0.695724059654981
