	St_Patrick	Abita	Callopie	Alana	Unknown	Dyani	Nyx	Ariadne	Luna	Minerva	Jordan	Corey	Theodora	Bathsheba	Odysseus	Ivy	Ivanhoe	Octavia	Unknown_G2.3	Unknown_G2.2	Wings	Orf	Juniper	Azalea	Mimosa	Agate	Zanahoria	Rambo_II	Siobhan	Unknown_G2.1	Talia	URG.1	URG.10	URG.11	URG.12	URG.13	URG.14	URG.2	URG.3	URG.4	URG.5	URG.6	URG.7	URG.8	URG.9
Wings	0.4793807660961951	0.41063730807561283	0.4193943994881751	0.44459902553951786	0.46387659022860334	0.4332753561825748	0.4700233502294563	0.411769851593571	0.4444818710230341	0.438796446749027	0.4404350777511917	0.42399890457292977	0.41386928262361267	0.4372925391541797	0.4517439360140966	0.4258646864335816	0.4794809285303233	0.46430732523340434	0.4249599492438868	0.4141101921035708	0.0	0.423847698477522	0.36349276890253734	0.40639555993196647	0.4675306406950713	0.4344927083389189	0.44328296185278965	0.4168344698278963	0.3980297475585636	0.44981300119936113	0.4203850162620627	0.42177282249879494	0.5789826134277731	0.44064987236173403	0.4239457530462959	0.4012674039908232	0.411918274974559	0.42839558668819594	0.4361852494321958	0.4289006074044561	0.4110311229457225	0.4294855649416815	0.42637415918397736	0.42979986925325875	0.4370696046397835
Orf	0.4772917873933096	0.4158619743518688	0.4186996076950598	0.4538520446834429	0.452566112109118	0.43796213463651656	0.4868401612893953	0.41908948204869306	0.45636250617215596	0.4343809222293608	0.43158150607189577	0.4104816941036894	0.4308980332847053	0.4538392959685495	0.4377907625709661	0.4194811145706207	0.48872902358684295	0.4678725937023422	0.44331771836326095	0.38764867383054685	0.423847698477522	0.0	0.39894464195428436	0.3729652676267099	0.4647977545402205	0.4339263525234033	0.43632280431442055	0.397390514270115	0.39502521717715283	0.4384499341473448	0.4004701321647937	0.4212100087441984	0.5536971566941412	0.4524067521969409	0.4275285498434874	0.4035311888472644	0.4031492982627346	0.43170235894402215	0.42064417833227363	0.4457453781870435	0.42616274509044144	0.45645239328326126	0.448831793509619	0.4204846630423477	0.42421093134866605
Juniper	0.5026965611353791	0.39915911474688576	0.39959729179379555	0.4581798500526467	0.4579697823386967	0.4327314378413214	0.5157769345050893	0.42327885976797436	0.43297499294307656	0.4164444316983305	0.4490911560059933	0.4124859467548869	0.45048444288167766	0.44189730488208756	0.43221555043440824	0.42569292502282635	0.4925000545219776	0.4438087738179982	0.45985031940513854	0.38798217418010805	0.36349276890253734	0.39894464195428436	0.0	0.39945000244617673	0.4527040884085299	0.41514881029395917	0.4135109862259741	0.394432279484213	0.4377335708044314	0.4305587612092206	0.41866147063461057	0.42495764049990514	0.5919704322139854	0.4215099514562408	0.4149400430599963	0.41291181188664955	0.3854169998706822	0.40576347653689515	0.42785027970124684	0.45521722373557344	0.4142730911603883	0.4218901170254017	0.43677311071243474	0.4050952951025488	0.43075966275001737
Azalea	0.4824492123782192	0.4119277236729817	0.4130244101895139	0.43145648608044374	0.44098854920990327	0.44190137431135434	0.47843891727792964	0.4090599794892195	0.4687827014507504	0.46076220096738	0.43909522330739553	0.3914173312824365	0.43907163100389723	0.4199690549626869	0.40345673998761467	0.42484482225749454	0.48474378648017813	0.4178745780740708	0.41715892926211834	0.39837204422563355	0.40639555993196647	0.3729652676267099	0.39945000244617673	0.0	0.4057646800396691	0.44416351777407426	0.37825830318067205	0.3747717126876427	0.4537499449250819	0.4333729408017406	0.40146166839888003	0.42443358615850446	0.5671720294803133	0.4439127306379215	0.4126612172325939	0.40797589001894674	0.4020328968044622	0.4226473807588712	0.40458676291196455	0.43210847775581585	0.4424138202280894	0.440846060466822	0.44189116023051866	0.4114092955726423	0.42336288688560236
Mimosa	0.5097986698860831	0.4650598513175056	0.4457687255946843	0.4575001784474031	0.4572173905306835	0.47785534374680305	0.47425885982719473	0.4430069991030299	0.4511459204396855	0.4930387374236455	0.4315570609139256	0.4425384766012536	0.46704929508937876	0.45607819125810606	0.44468122292743273	0.47179541560503263	0.4816353517134796	0.4396539939990792	0.4190102418110513	0.44732623558797746	0.4675306406950713	0.4647977545402205	0.4527040884085299	0.4057646800396691	0.0	0.4680401146328036	0.40750435566114473	0.4240829182627035	0.5154316450192972	0.4741419435713684	0.4601196437594275	0.4167054741371711	0.5653213303839902	0.44968547077833637	0.42785327937346745	0.4518596171265012	0.4445649924182179	0.43320787083476753	0.43217654341396605	0.46522921577002485	0.4402537593018539	0.4404215476765541	0.46987493022427873	0.44380322566559105	0.44712170214473207
Agate	0.49041295117762634	0.4606450098491867	0.4170650119705283	0.4872361191497251	0.45489322689012657	0.44233710811840177	0.48559786036807345	0.45850000810245267	0.4455819348955309	0.45809420556698777	0.46019857492615013	0.43884080215381305	0.4229520190757206	0.44252926611010396	0.44496752821883107	0.4415631767961191	0.46425559090745944	0.4714938914527349	0.45056828306617325	0.44437273633961466	0.4344927083389189	0.4339263525234033	0.41514881029395917	0.44416351777407426	0.4680401146328036	0.0	0.461118025103287	0.43289350686139594	0.4572467012003539	0.43722346548019153	0.4581698135630442	0.4451097727878695	0.6199174580754877	0.4518467309145935	0.4379793882792725	0.43416207338144647	0.4537353737530569	0.418859387164871	0.43937177876393774	0.4570636419983071	0.4256509771381586	0.4509858723130723	0.4371732212971207	0.4452465637408743	0.4052954103116394
Zanahoria	0.47649105902391986	0.41559992618896574	0.3953617082863267	0.4149543628140622	0.42109403315527627	0.42911396185822415	0.49812096229418173	0.4009469430776014	0.4437324876966388	0.4761108740738764	0.40849297867913664	0.41704044014547026	0.4442639938117601	0.4227691239228534	0.4030771654437486	0.40583474385104035	0.5102641056573085	0.3842508921623932	0.42652475795838285	0.4360477128360896	0.44328296185278965	0.43632280431442055	0.4135109862259741	0.37825830318067205	0.40750435566114473	0.461118025103287	0.0	0.3589971333778455	0.4923339426588043	0.39501911676905427	0.42550647960915333	0.38927594818729094	0.5406477809875224	0.42583818192427497	0.36746166105687017	0.3970026155657333	0.36856813257942683	0.38559913921595634	0.3811572283710458	0.40144546235860185	0.3646988195315983	0.41288314339375665	0.41925132204971044	0.3700615574394355	0.4040521474749204
Rambo_II	0.44281438934201656	0.4053559075895595	0.3874748037240354	0.39834796111233484	0.4009664559540036	0.4141011471939636	0.4812202048159605	0.4115104731254524	0.41993157361975136	0.4582210577870852	0.41741376062019975	0.4221676214634904	0.4264852378647841	0.39972141871288475	0.3804434605282029	0.4008371135749112	0.4550593035419876	0.3792229674012865	0.40356814429280374	0.4011641202699033	0.4168344698278963	0.397390514270115	0.394432279484213	0.3747717126876427	0.4240829182627035	0.43289350686139594	0.3589971333778455	0.0	0.4579591883655853	0.40655244973449944	0.41777676560996135	0.3997711061225415	0.5701370437201964	0.43238542348196024	0.36302074687788033	0.4059271697039168	0.3850265500094976	0.3908533345132744	0.37875037578253323	0.4102683833723418	0.3852091515120759	0.4263644436883417	0.43358800619682497	0.3596838334843978	0.4244903536956527
Siobhan	0.4531329970278329	0.4516848728251269	0.45998028641537464	0.4662234387621343	0.48325234545681667	0.4706177694255442	0.4493910710613408	0.45200450151282534	0.4805102822818661	0.4488528894007898	0.4589762130601301	0.4535712302626068	0.4237309774754646	0.46813494186393123	0.49546126053020983	0.4513160157558083	0.46390468263978585	0.5026575423273311	0.43815682377369414	0.4164357146084775	0.3980297475585636	0.39502521717715283	0.4377335708044314	0.4537499449250819	0.5154316450192972	0.4572467012003539	0.4923339426588043	0.4579591883655853	0.0	0.4620352889112864	0.41636542697263523	0.43271181409602744	0.5839851438540884	0.4347320461567917	0.4673285802257965	0.43012695962817793	0.4503351644721327	0.4627626061041394	0.45497227757281894	0.4451374979269198	0.4498078750995261	0.43089481120274564	0.4113229982879814	0.4548480366932228	0.4569644290428444
Unknown_G2.1	0.4445893432869872	0.4462341286965116	0.4373537887484666	0.44314931675618907	0.45285073224843664	0.4446018300513908	0.4656601275989041	0.44782008038625687	0.4495014385267985	0.47265117647418836	0.46052674029877433	0.42237216943080313	0.4525835616495329	0.4376570665680499	0.41164529006253164	0.4078794876616726	0.490476716133144	0.42107821480815283	0.4490565093866352	0.41042783977496194	0.44981300119936113	0.4384499341473448	0.4305587612092206	0.4333729408017406	0.4741419435713684	0.43722346548019153	0.39501911676905427	0.40655244973449944	0.4620352889112864	0.0	0.4220216093092251	0.41171257413683476	0.5729586380626746	0.42644468481559217	0.4078469001368785	0.41982918796385005	0.39394386563349443	0.4384542232999519	0.40579247395735296	0.4427630578868998	0.41136803653972975	0.4329539276115181	0.4279477248057455	0.40679899953507664	0.4239805733471189
Talia	0.4811425883234106	0.4105506253326906	0.42879283416479125	0.46907911808364494	0.45468792454163925	0.4492641242147746	0.4765308891505013	0.4176671417187549	0.4863384831627815	0.4183859325238045	0.41957305613781587	0.42332253737900266	0.4150394735339527	0.45606889811763607	0.44558240749731637	0.39778668087678615	0.5075369102549211	0.4453728491479001	0.4398363644929559	0.416194855299081	0.4203850162620627	0.4004701321647937	0.41866147063461057	0.40146166839888003	0.4601196437594275	0.4581698135630442	0.42550647960915333	0.41777676560996135	0.41636542697263523	0.4220216093092251	0.0	0.41683125870234566	0.5899215876464547	0.4601252621073559	0.4137835884371934	0.42679997225126126	0.411619929994207	0.42247964752503053	0.4296263069179599	0.41126956643661833	0.4043605785017069	0.44534007632413203	0.44531772320001195	0.41626279960973833	0.43087700393758477
URG.1	0.43834708705368375	0.43517085102249947	0.41109523645863505	0.41707083468022477	0.43925835859011725	0.4287600394503338	0.4596844122994133	0.3813254371309505	0.4230164586624504	0.4557997724478455	0.41588993586002726	0.4186169244755513	0.37469938376436135	0.414608434966763	0.4007014281075656	0.3985289875485457	0.4733033218915173	0.4019517950163085	0.4072265152917581	0.43520107942094616	0.42177282249879494	0.4212100087441984	0.42495764049990514	0.42443358615850446	0.4167054741371711	0.4451097727878695	0.38927594818729094	0.3997711061225415	0.43271181409602744	0.41171257413683476	0.41683125870234566	0.0	0.5520071350104233	0.38048161879288334	0.3774874298456805	0.37338990997873095	0.37960600087658863	0.3596632843690173	0.3704789806840308	0.3486855944306728	0.37880907388496576	0.3920585413095175	0.37211429884786273	0.3550477013892596	0.3576972075564669
