	St_Patrick	Abita	Callopie	Alana	Unknown	Dyani	Nyx	Ariadne	Luna	Minerva	Jordan	Corey	Theodora	Bathsheba	Odysseus	Ivy	Ivanhoe	Octavia	Unknown_G2.3	Unknown_G2.2	Wings	Orf	Juniper	Azalea	Mimosa	Agate	Zanahoria	Rambo_II	Siobhan	Unknown_G2.1	Talia	URG.1	URG.10	URG.11	URG.12	URG.13	URG.14	URG.2	URG.3	URG.4	URG.5	URG.6	URG.7	URG.8	URG.9
Jordan	0.5756718528995757	0.4918444165621079	0.515451174289246	0.5162162162162162	0.5474642392717816	0.5590142671854734	0.5616438356164384	0.5079559363525091	0.5363057324840764	0.5263835263835264	0.0	0.5191122071516646	0.5047879616963065	0.546772068511199	0.5401273885350318	0.5210589651022864	0.5749656121045392	0.5437956204379562	0.5093833780160858	0.531328320802005	0.5482295482295483	0.5179425837320574	0.5451388888888888	0.5338983050847458	0.5305851063829787	0.5397225725094578	0.5299145299145299	0.5268948655256723	0.5440414507772021	0.5815691158156912	0.5227552275522755	0.5092592592592593	0.7331536388140162	0.5698924731182796	0.5125313283208021	0.4973474801061008	0.5238095238095238	0.5167958656330749	0.5373711340206185	0.52443857331572	0.5202020202020202	0.5646606914212549	0.5366847826086957	0.5275288092189501	0.5642317380352645
Corey	0.5830065359477125	0.5005861664712778	0.5156794425087108	0.5421836228287841	0.5456760048721072	0.5333333333333333	0.5569782330345711	0.48598130841121495	0.5066991473812423	0.51338199513382	0.5191122071516646	0.0	0.49032258064516127	0.51010101010101	0.5247285886610374	0.48491879350348027	0.5767263427109974	0.5305651672433679	0.5284653465346535	0.4987980769230769	0.5105882352941177	0.4890929965556831	0.5028058361391695	0.4811320754716981	0.5567765567765568	0.5280095351609059	0.534324942791762	0.5110336817653891	0.5299877600979193	0.5367027677496992	0.513953488372093	0.511742892459827	0.7597560975609756	0.5334190231362468	0.4934445768772348	0.4931506849315068	0.5063879210220673	0.4932349323493235	0.5128834355828221	0.5421245421245421	0.5166270783847982	0.5282555282555282	0.5355329949238579	0.48891625615763545	0.5158536585365854
Theodora	0.5234493192133132	0.5082802547770701	0.5057471264367817	0.5581081081081081	0.5363881401617251	0.512396694214876	0.5295815295815296	0.49810366624525915	0.5366492146596858	0.48021828103683495	0.5047879616963065	0.49032258064516127	0.0	0.5234159779614325	0.5348226018396847	0.4816223067173637	0.5497835497835498	0.5658056580565806	0.5110192837465565	0.5334190231362468	0.5191815856777494	0.5196078431372549	0.5404761904761904	0.5323383084577115	0.5718085106382979	0.4993342210386152	0.5446650124069479	0.5325	0.5088676671214188	0.5401844532279315	0.5019206145966709	0.4777777777777778	0.7409972299168975	0.5326704545454546	0.5198463508322664	0.5047489823609227	0.5275	0.5026809651474531	0.5240641711229946	0.5324324324324324	0.5258397932816538	0.5388739946380697	0.5225988700564972	0.5	0.5272244355909694
Bathsheba	0.5584795321637427	0.52375	0.5341614906832298	0.540650406504065	0.5128900949796472	0.5388739946380697	0.5527426160337553	0.5062344139650873	0.53125	0.5571245186136072	0.546772068511199	0.51010101010101	0.5234159779614325	0.0	0.5099337748344371	0.5196078431372549	0.5353535353535354	0.53	0.5034293552812071	0.5109961190168176	0.5308176100628931	0.539568345323741	0.5320665083135392	0.5125	0.5642384105960265	0.5347938144329897	0.5377008652657602	0.5031605562579013	0.55249343832021	0.5366492146596858	0.5323383084577115	0.5134408602150538	0.7746666666666666	0.49928057553956834	0.5012853470437018	0.5113788487282463	0.5187032418952618	0.5287206266318538	0.5126835781041389	0.5268817204301075	0.49345549738219896	0.5034013605442177	0.5230769230769231	0.5026525198938993	0.5099866844207723
Odysseus	0.6	0.5341317365269461	0.5157766990291263	0.5397653194263363	0.5434782608695652	0.5399484536082474	0.5630026809651475	0.49393203883495146	0.5044699872286079	0.5680981595092025	0.5401273885350318	0.5247285886610374	0.5348226018396847	0.5099337748344371	0.0	0.5351288056206089	0.5836680053547524	0.48194271481942713	0.5517241379310345	0.5112219451371571	0.5444711538461539	0.5164705882352941	0.5127906976744186	0.49266503667481665	0.567979669631512	0.525	0.5157384987893463	0.47766749379652607	0.5816831683168316	0.5266497461928934	0.5423122765196663	0.5019556714471969	0.7650834403080873	0.5481283422459893	0.49063670411985016	0.5154241645244216	0.5042527339003645	0.5	0.5032341526520052	0.5322164948453608	0.5037593984962406	0.5513307984790875	0.5501319261213721	0.499359795134443	0.506426735218509
Ivy	0.5725288831835686	0.49597238204833144	0.5242937853107345	0.5575539568345323	0.5452380952380952	0.5206812652068127	0.5793357933579336	0.4868571428571429	0.540162980209546	0.4939759036144578	0.5210589651022864	0.48491879350348027	0.4816223067173637	0.5196078431372549	0.5351288056206089	0.0	0.5701754385964912	0.5304740406320542	0.5337349397590362	0.5254041570438799	0.5312145289443814	0.5050055617352615	0.5163398692810458	0.502844141069397	0.5913853317811408	0.527972027972028	0.5175537938844847	0.5130533484676504	0.5489964580873672	0.5330188679245284	0.49712313003452246	0.5012165450121655	0.75	0.5674019607843137	0.5046296296296297	0.5012106537530266	0.4844290657439446	0.5154028436018957	0.48595848595848595	0.5241545893719807	0.508177570093458	0.5404761904761904	0.5353159851301115	0.4952038369304556	0.5143198090692124
Ivanhoe	0.5839753466872111	0.5681233933161953	0.5911392405063292	0.5754583921015515	0.56884561891516	0.5791666666666667	0.5402124430955993	0.5481386392811296	0.5564625850340136	0.5773889636608345	0.5749656121045392	0.5767263427109974	0.5497835497835498	0.5353535353535354	0.5836680053547524	0.5701754385964912	0.0	0.590851334180432	0.5266187050359712	0.5642384105960265	0.5607843137254902	0.568407960199005	0.5761266747868453	0.5766793409378961	0.5835654596100278	0.5733333333333334	0.6205191594561187	0.5531088082901554	0.5408450704225352	0.6042496679946879	0.5893536121673004	0.5609418282548476	0.7897727272727273	0.56047197640118	0.5745784695201037	0.5526315789473685	0.5863808322824716	0.555858310626703	0.5755102040816327	0.5787292817679558	0.5642384105960265	0.5751724137931035	0.5810616929698709	0.5570652173913043	0.5687074829931973
Octavia	0.613607188703466	0.5478359908883826	0.56045197740113	0.5684596577017115	0.5782556750298686	0.5904761904761905	0.59625	0.5166475315729047	0.5572609208972845	0.5687426556991775	0.5437956204379562	0.5305651672433679	0.5658056580565806	0.53	0.48194271481942713	0.5304740406320542	0.590851334180432	0.0	0.5757211538461539	0.5404454865181711	0.5740112994350283	0.5566556655665567	0.5384615384615384	0.5069767441860465	0.5738498789346247	0.5652680652680653	0.5046838407494145	0.5017584994138335	0.5983606557377049	0.5362318840579711	0.5555555555555556	0.5239852398523985	0.7691373025516404	0.5805243445692884	0.503562945368171	0.5328467153284672	0.5281285878300803	0.5324519230769231	0.5030978934324659	0.543451652386781	0.5160905840286055	0.5666266506602641	0.535031847133758	0.5139732685297691	0.535024154589372
Unknown_G2.3	0.5453216374269005	0.49557522123893805	0.5229813664596273	0.5184174624829468	0.5422163588390502	0.538563829787234	0.5338983050847458	0.5244498777506112	0.5310077519379846	0.5474358974358975	0.5093833780160858	0.5284653465346535	0.5110192837465565	0.5034293552812071	0.5517241379310345	0.5337349397590362	0.5266187050359712	0.5757211538461539	0.0	0.5109114249037228	0.5324189526184538	0.5322966507177034	0.5455607476635514	0.5233990147783252	0.5328859060402684	0.5288831835686778	0.5533980582524272	0.5235148514851485	0.5173333333333333	0.5643312101910828	0.5193026151930261	0.5013440860215054	0.7408412483039348	0.5203938115330521	0.5031847133757962	0.5013368983957219	0.5203955500618047	0.5341935483870968	0.526246719160105	0.5107816711590296	0.49935316946959896	0.517379679144385	0.5167130919220055	0.5006587615283268	0.5254901960784314
Unknown_G2.2	0.5762483130904184	0.518957345971564	0.5288574793875147	0.5419847328244275	0.5215736040609137	0.5366161616161617	0.5495376486129459	0.5094117647058823	0.5185643564356436	0.5143212951432129	0.531328320802005	0.4987980769230769	0.5334190231362468	0.5109961190168176	0.5112219451371571	0.5254041570438799	0.5642384105960265	0.5404454865181711	0.5109114249037228	0.0	0.5150060024009604	0.49649532710280375	0.48607888631090485	0.5029726516052319	0.5423514538558787	0.5274725274725275	0.5407925407925408	0.5065554231227652	0.5051020408163265	0.51625	0.5006002400960384	0.5164141414141414	0.7556675062972292	0.5232403718459495	0.515625	0.5050632911392405	0.5124260355029586	0.5378973105134475	0.5377008652657602	0.5455680399500624	0.5012285012285013	0.5405742821473158	0.5197368421052632	0.5136476426799007	0.5297029702970297
