# Constructed from biom file
#OTU ID	G12MB13	G12MB10	G2MB7	G12MB2	AGMB6	G12MB17	G2MB14	G12MB7	G2MB6	URGMB11	G2MB12	URGMB13	URGMB12	G2MB9	G2MB11	G12MB14	URGMB2	G2MB3	URGMB5	G12MB3	G2MB13	G12MB11	G2MB10	G12MB4	URGMB4	URGMB6	G12MB1	G2MB15	URGMB14	AGMB2	AGMB7	URGMB3	FRCMB4	AGMB1	FRCMB1	AGMB5	G12MB5	G12MB16	G2MB4	G2MB8	G2MB2	URGMB8	URGMB7	G12MB9	URGMB9	AGMB3	G12MB6	G12MB8	FRCMB2	URGMB10	FRCMB3	AGMB4	URGMB1	FRCMB5	G2MB1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9468.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	243.0	181.0	617.0	340.0	39.0	187.0	231.0	304.0	79.0	340.0	328.0	179.0	86.0	147.0	165.0	235.0	118.0	279.0	163.0	179.0	170.0	242.0	114.0	98.0	216.0	224.0	296.0	89.0	101.0	204.0	109.0	155.0	103.0	74.0	126.0	103.0	318.0	197.0	92.0	192.0	142.0	129.0	213.0	47.0	120.0	232.0	231.0	22.0	3.0	1746.0	1225.0	233.0	129.0	222.0	256.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	3.0	0.0	5.0	7.0	0.0	5.0	1.0	2.0	0.0	7.0	4.0	8.0	3.0	3.0	4.0	0.0	3.0	2.0	10.0	3.0	7.0	6.0	4.0	2.0	4.0	4.0	1.0	0.0	1.0	6.0	0.0	1.0	2.0	3.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	3.0	7.0	2.0	9.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	5.0	7.0	7.0	8.0	2.0	7.0	5.0	18.0	2.0	17.0	2.0	12.0	0.0	4.0	1.0	5.0	0.0	1.0	4.0	7.0	3.0	4.0	5.0	1.0	9.0	14.0	2.0	0.0	3.0	4.0	3.0	2.0	0.0	1.0	0.0	4.0	8.0	1.0	8.0	8.0	1.0	5.0	2.0	3.0	9.0	6.0	3.0	1.0	0.0	78.0	40.0	4.0	5.0	11.0	20.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	29.0	10.0	32.0	45.0	12.0	35.0	72.0	9.0	15.0	28.0	58.0	29.0	5.0	43.0	62.0	9.0	14.0	26.0	29.0	19.0	55.0	18.0	24.0	35.0	16.0	26.0	21.0	22.0	16.0	56.0	38.0	7.0	0.0	13.0	6.0	24.0	11.0	7.0	12.0	25.0	12.0	10.0	25.0	3.0	24.0	19.0	11.0	5.0	27.0	21.0	85.0	48.0	21.0	12.0	70.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.0	0.0	9.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__	0.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0.0	0.0	11.0	0.0	0.0	0.0	12.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0.0	0.0	17.0	0.0	0.0	2.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	12.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	4.0	136.0	69.0	22.0	133.0	63.0	11.0	142.0	147.0	460.0	46.0	69.0	570.0	3147.0	88.0	1.0	33.0	516.0	473.0	3.0	163.0	8.0	391.0	13.0	22.0	458.0	27.0	57.0	99.0	1.0	198.0	34.0	0.0	4.0	162.0	998.0	932.0	14.0	56.0	2812.0	6.0	19.0	319.0	133.0	23.0	64.0	759.0	111.0	0.0	1.0	5886.0	27.0	29.0	9.0	6.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	345.0	0.0	682.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	0.0	3619.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	22.0	43.0	64.0	27.0	56.0	19.0	22.0	15.0	28.0	41.0	42.0	10.0	21.0	23.0	28.0	42.0	27.0	54.0	23.0	50.0	30.0	20.0	9.0	10.0	29.0	29.0	11.0	13.0	15.0	70.0	78.0	20.0	0.0	9.0	0.0	74.0	32.0	35.0	55.0	74.0	15.0	20.0	34.0	56.0	25.0	116.0	17.0	47.0	0.0	32.0	384.0	83.0	17.0	76.0	19.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	4.0	9.0	7.0	0.0	6.0	3.0	10.0	1.0	16.0	33.0	2.0	9.0	6.0	12.0	1.0	2.0	3.0	4.0	8.0	14.0	1.0	2.0	6.0	0.0	16.0	17.0	9.0	7.0	7.0	5.0	17.0	14.0	6.0	8.0	40.0	10.0	6.0	1.0	3.0	19.0	3.0	0.0	7.0	24.0	1.0	1.0	1.0	13.0	0.0	92.0	35.0	3.0	1.0	2.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0.0	301.0	0.0	15.0	1.0	68.0	11.0	0.0	584.0	178.0	86.0	184.0	558.0	10.0	100.0	279.0	174.0	109.0	667.0	2.0	112.0	92.0	178.0	21.0	309.0	113.0	0.0	425.0	171.0	66.0	0.0	446.0	4.0	0.0	8.0	0.0	787.0	15.0	74.0	1.0	34.0	173.0	895.0	90.0	189.0	0.0	431.0	15.0	0.0	30.0	0.0	0.0	221.0	25.0	204.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	14.0	5.0	1.0	4.0	11.0	8.0	30.0	3.0	28.0	10.0	7.0	6.0	26.0	6.0	54.0	6.0	41.0	27.0	20.0	7.0	95.0	3.0	64.0	6.0	26.0	15.0	3.0	73.0	21.0	30.0	12.0	18.0	9.0	2.0	13.0	17.0	6.0	7.0	16.0	92.0	15.0	24.0	36.0	67.0	6.0	11.0	4.0	45.0	204.0	2.0	0.0	1.0	15.0	63.0	7.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	65.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	39.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	2.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	282.0	36.0	0.0	0.0	1.0	0.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0.0	4.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	20.0	0.0	0.0	9.0	2.0	0.0	4.0	4.0	4.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	11.0	9.0	4.0	2.0	0.0	1.0	5.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	2.0	0.0	5.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	1.0	3.0	0.0	3.0	2.0	4.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0	8.0	0.0	2.0	5.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	5.0	0.0	6.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	40.0	9.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	25.0	1.0	0.0	12.0	5.0	0.0	1.0	2.0	5.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	193.0	6.0	5.0	30.0	0.0	0.0	12.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	68.0	60.0	169.0	45.0	0.0	14.0	619.0	1.0	10.0	4.0	26.0	2.0	5.0	51.0	582.0	97.0	6.0	51.0	8.0	4.0	59.0	18.0	54.0	64.0	5.0	7.0	141.0	436.0	4.0	90.0	5.0	4.0	4.0	31.0	5.0	0.0	20.0	16.0	11.0	25.0	15.0	2.0	64.0	2.0	9.0	33.0	14.0	5.0	14708.0	2813.0	29.0	6.0	25.0	17.0	151.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	13248.0	10244.0	11868.0	11044.0	7474.0	6812.0	8426.0	14988.0	7077.0	8041.0	14167.0	8987.0	5767.0	9128.0	11370.0	6471.0	8917.0	13476.0	7273.0	10689.0	10651.0	11740.0	11522.0	9558.0	7869.0	9758.0	10658.0	7515.0	6105.0	10637.0	8632.0	7424.0	23869.0	10615.0	15858.0	7824.0	14373.0	3874.0	12507.0	11534.0	7674.0	10008.0	5728.0	5076.0	7982.0	11333.0	14241.0	3239.0	360.0	2155.0	4757.0	6037.0	8059.0	2598.0	12389.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	2.0	5.0	1.0	0.0	8.0	0.0	1.0	2.0	6.0	1.0	0.0	0.0	1.0	2.0	4.0	0.0	4.0	1.0	2.0	0.0	2.0	5.0	2.0	4.0	2.0	3.0	0.0	0.0	2.0	3.0	9.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	3.0	1.0	1.0	2.0	1.0	0.0	6.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	91.0	84.0	240.0	135.0	123.0	87.0	43.0	23.0	39.0	55.0	168.0	41.0	72.0	168.0	88.0	62.0	101.0	69.0	90.0	26.0	100.0	153.0	65.0	20.0	86.0	47.0	21.0	25.0	31.0	162.0	242.0	87.0	0.0	233.0	8.0	170.0	104.0	31.0	112.0	178.0	20.0	76.0	44.0	20.0	47.0	342.0	101.0	21.0	20.0	52.0	2.0	273.0	48.0	151.0	73.0
