# Constructed from biom file
#OTU ID	LFG_AM (LFM)	LSG_AM (LSM)	LSG_AFO	LSG_Unknown	LSG_AFY	RSG_AM_2	RSG_AM (RSM)	RSG_SubAM_1	UNKG_Unknown_1	UNKG_Unknown_2	UNKG_Unknown_3	UNKG_Unknown_4	UNKG_Unknown_5	UNKG_Unknown_6	UNKG_Unknown_7	UNKG_Unknown_8	UNKG_Unknown_9	UNKG_Unknown_10	UNKG_Unknown_11	UNKG_Unknown_12	UNKG_Unknown_13	UNKG_Unknown_14	UNKG_Unknown_15	UNKG_Unknown_16	UNKG_Unknown_17	UNKG_Unknown_18	UNKG_Unknown_19	UNKG_Unknown_20	UNKG_Unknown_21	UNKG_Unknown_22	UNKG_Unknown_23	UNKG_Unknown_24	UNKG_Unknown_25	UNKG_Unknown_26	UNKG_Unknown_27	UNKG_Unknown_28	UNKG_Unknown_29	UNKG_Unknown_30	UNKG_Unknown_31	UNKG_Unknown_32
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	6.0	107.0	44.0	15.0	36.0	17.0	69.0	0.0	8.0	14.0	16.0	5.0	0.0	19.0	18.0	3.0	30.0	5.0	16.0	36.0	32.0	1.0	0.0	2.0	56.0	0.0	0.0	19.0	11.0	16.0	20.0	30.0	19.0	16.0	11.0	2.0	2.0	16.0	14.0	8.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	255.0	2593.0	3448.0	690.0	1217.0	134.0	711.0	148.0	225.0	167.0	353.0	134.0	524.0	363.0	745.0	543.0	1006.0	1886.0	2833.0	1968.0	728.0	3199.0	1161.0	1038.0	359.0	1637.0	728.0	1107.0	1011.0	273.0	514.0	939.0	420.0	820.0	80.0	117.0	358.0	316.0	213.0	158.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	2.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	3.0	1.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	22.0	91.0	39.0	28.0	38.0	42.0	127.0	10.0	2.0	14.0	37.0	23.0	66.0	20.0	47.0	9.0	33.0	41.0	7.0	33.0	64.0	2.0	5.0	10.0	113.0	33.0	37.0	48.0	12.0	9.0	116.0	3.0	25.0	14.0	48.0	36.0	22.0	48.0	51.0	6.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	25.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	1751.0	1.0	2.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0	2276.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	2.0	73.0	1.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	13039.0	42789.0	30081.0	11743.0	22880.0	14541.0	56568.0	15102.0	12422.0	11249.0	17665.0	14932.0	11473.0	14841.0	13940.0	10462.0	9889.0	8150.0	9014.0	11893.0	8525.0	7991.0	10542.0	8141.0	12469.0	8424.0	6953.0	9757.0	11480.0	9582.0	14411.0	11682.0	11062.0	11771.0	14491.0	14990.0	12729.0	14030.0	17152.0	13423.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	679.0	352.0	206.0	94.0	331.0	832.0	502.0	749.0	105.0	300.0	202.0	186.0	195.0	403.0	104.0	71.0	154.0	326.0	91.0	208.0	117.0	48.0	55.0	69.0	632.0	46.0	199.0	191.0	92.0	98.0	156.0	107.0	117.0	365.0	165.0	59.0	80.0	350.0	943.0	226.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	2732.0	9026.0	7057.0	2045.0	3885.0	1487.0	7605.0	1177.0	1780.0	1028.0	2558.0	2287.0	1853.0	1293.0	1791.0	1841.0	1794.0	1492.0	1625.0	2039.0	976.0	1185.0	2628.0	1105.0	1280.0	1919.0	1596.0	1947.0	1842.0	1575.0	1550.0	1174.0	1981.0	1620.0	2064.0	1551.0	1393.0	2743.0	1635.0	1059.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	34.0	263.0	253.0	99.0	183.0	228.0	351.0	107.0	42.0	25.0	43.0	45.0	69.0	46.0	100.0	87.0	97.0	55.0	102.0	86.0	44.0	85.0	105.0	36.0	167.0	68.0	39.0	92.0	32.0	82.0	91.0	109.0	109.0	42.0	49.0	23.0	132.0	70.0	53.0	53.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	12.0	57.0	39.0	77.0	28.0	50.0	102.0	15.0	26.0	15.0	62.0	80.0	76.0	33.0	33.0	46.0	31.0	10.0	2.0	21.0	6.0	8.0	8.0	8.0	11.0	3.0	11.0	27.0	10.0	19.0	2.0	6.0	11.0	18.0	59.0	86.0	15.0	30.0	18.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	6400.0	35614.0	36426.0	12168.0	17072.0	7448.0	40506.0	5827.0	9135.0	5460.0	9263.0	7676.0	7560.0	5962.0	14740.0	14166.0	6285.0	6651.0	11346.0	8464.0	5397.0	7379.0	17095.0	5978.0	5575.0	11360.0	6590.0	9439.0	7219.0	7353.0	8283.0	7114.0	13723.0	6518.0	10818.0	26258.0	13469.0	9057.0	10080.0	7559.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	49.0	193.0	286.0	135.0	146.0	16.0	229.0	39.0	48.0	36.0	67.0	13.0	72.0	33.0	98.0	220.0	37.0	129.0	109.0	122.0	37.0	37.0	77.0	13.0	40.0	162.0	104.0	91.0	62.0	110.0	54.0	44.0	117.0	35.0	16.0	23.0	35.0	15.0	36.0	46.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.0	277.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	19.0	16.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	0.0	1.0	15.0	56.0	0.0	1.0	165.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	46715.0	132085.0	128226.0	29643.0	75769.0	30481.0	118004.0	31883.0	24384.0	30851.0	42625.0	34413.0	32485.0	35643.0	39530.0	35930.0	34332.0	30720.0	36656.0	34370.0	22439.0	33705.0	36102.0	30899.0	43078.0	47370.0	36659.0	40589.0	35447.0	39257.0	34746.0	35207.0	46301.0	26631.0	33393.0	22206.0	34361.0	33182.0	28922.0	33513.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	1.0	6.0	4.0	4.0	8.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	13.0	3.0	1.0	4.0	14.0	1.0	8.0	17.0	1.0	5.0	2.0	3.0	4.0	13.0	3.0	6.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	5.0	11.0	11.0	5.0	3.0	6.0	12.0	3.0	3.0	2.0	0.0	6.0	1.0	7.0	2.0	9.0	3.0	2.0	10.0	6.0	1.0	1.0	4.0	6.0	5.0	1.0	7.0	15.0	0.0	1.0	7.0	12.0	4.0	4.0	12.0	14.0	7.0	7.0	10.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	268.0	960.0	797.0	329.0	573.0	1300.0	1908.0	212.0	193.0	114.0	265.0	235.0	250.0	171.0	485.0	415.0	203.0	153.0	231.0	246.0	131.0	173.0	369.0	216.0	220.0	221.0	141.0	351.0	150.0	215.0	175.0	107.0	189.0	135.0	283.0	214.0	251.0	227.0	241.0	147.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	53.0	333.0	360.0	114.0	142.0	45.0	354.0	52.0	62.0	101.0	96.0	74.0	43.0	94.0	156.0	115.0	49.0	153.0	191.0	51.0	51.0	100.0	231.0	45.0	38.0	109.0	63.0	82.0	125.0	49.0	75.0	199.0	88.0	30.0	40.0	209.0	55.0	78.0	38.0	47.0
k__Bacteria;p__Firmicutes;c__OPB54;o__;f__	3.0	5.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	2.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	1.0	0.0	1.0	0.0	9.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	4.0	4.0	0.0	5.0	15.0	0.0	0.0	2.0	1.0	2.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	46.0	80.0	220.0	33.0	102.0	22.0	62.0	28.0	28.0	11.0	24.0	12.0	15.0	16.0	101.0	10.0	22.0	120.0	149.0	17.0	111.0	109.0	98.0	208.0	71.0	147.0	64.0	51.0	59.0	63.0	205.0	40.0	154.0	14.0	23.0	32.0	57.0	53.0	35.0	26.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.0	0.0	0.0	1.0	2.0	9.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	43.0	49.0	64.0	21.0	29.0	1.0	36.0	1.0	27.0	2.0	8.0	1.0	3.0	1.0	21.0	8.0	16.0	24.0	29.0	5.0	21.0	15.0	13.0	15.0	19.0	1.0	4.0	34.0	14.0	20.0	35.0	10.0	8.0	13.0	0.0	2.0	10.0	22.0	4.0	1.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0	1.0	0.0	3.0	2.0	1.0	3.0	0.0	0.0	1.0	3.0	0.0	3.0	8.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	11.0	49.0	46.0	22.0	17.0	7.0	31.0	6.0	26.0	19.0	24.0	25.0	21.0	9.0	17.0	8.0	19.0	18.0	7.0	14.0	7.0	7.0	5.0	13.0	14.0	18.0	9.0	19.0	15.0	25.0	19.0	10.0	19.0	6.0	23.0	10.0	24.0	21.0	15.0	7.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	30.0	125.0	162.0	44.0	59.0	13.0	51.0	5.0	8.0	0.0	6.0	2.0	4.0	0.0	70.0	15.0	8.0	49.0	103.0	31.0	7.0	15.0	27.0	9.0	19.0	0.0	42.0	19.0	16.0	13.0	49.0	36.0	0.0	0.0	5.0	102.0	1.0	4.0	11.0	5.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	3.0	38.0	30.0	2.0	19.0	1.0	6.0	0.0	1.0	2.0	2.0	0.0	1.0	16.0	5.0	3.0	3.0	1.0	7.0	3.0	6.0	9.0	2.0	12.0	8.0	4.0	0.0	5.0	4.0	0.0	1.0	0.0	5.0	5.0	0.0	11.0	5.0	1.0	1.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	3.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	19.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	8.0	20.0	10.0	8.0	11.0	7.0	11.0	4.0	0.0	0.0	6.0	3.0	3.0	3.0	3.0	0.0	3.0	6.0	13.0	6.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	4.0	5.0	0.0	7.0	0.0	0.0	9.0	6.0	1.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
