# Constructed from biom file
#OTU ID	LFG_AM (LFM)	LSG_AM (LSM)	LSG_AFO	LSG_Unknown	LSG_AFY	RSG_AM_2	RSG_AM (RSM)	RSG_SubAM_1	UNKG_Unknown_1	UNKG_Unknown_2	UNKG_Unknown_3	UNKG_Unknown_4	UNKG_Unknown_5	UNKG_Unknown_6	UNKG_Unknown_7	UNKG_Unknown_8	UNKG_Unknown_9	UNKG_Unknown_10	UNKG_Unknown_11	UNKG_Unknown_12	UNKG_Unknown_13	UNKG_Unknown_14	UNKG_Unknown_15	UNKG_Unknown_16	UNKG_Unknown_17	UNKG_Unknown_18	UNKG_Unknown_19	UNKG_Unknown_20	UNKG_Unknown_21	UNKG_Unknown_22	UNKG_Unknown_23	UNKG_Unknown_24	UNKG_Unknown_25	UNKG_Unknown_26	UNKG_Unknown_27	UNKG_Unknown_28	UNKG_Unknown_29	UNKG_Unknown_30	UNKG_Unknown_31	UNKG_Unknown_32
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	0.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__flexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;s__gibsonii	0.0	1750.0	1.0	2.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus;s__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	0.0	247.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__haemoperoxidus	0.0	2029.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	0.0	73.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__garvieae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	2.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	13039.0	42789.0	30081.0	11743.0	22880.0	14541.0	56568.0	15102.0	12422.0	11249.0	17665.0	14932.0	11473.0	14841.0	13940.0	10462.0	9889.0	8150.0	9014.0	11893.0	8525.0	7991.0	10542.0	8141.0	12469.0	8424.0	6953.0	9757.0	11480.0	9582.0	14411.0	11682.0	11062.0	11771.0	14491.0	14990.0	12729.0	14030.0	17152.0	13423.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	679.0	352.0	206.0	94.0	331.0	832.0	502.0	749.0	105.0	300.0	202.0	186.0	195.0	403.0	104.0	71.0	154.0	326.0	91.0	208.0	117.0	48.0	55.0	69.0	632.0	46.0	199.0	191.0	92.0	98.0	156.0	107.0	117.0	365.0	165.0	59.0	80.0	350.0	943.0	226.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	39.0	429.0	679.0	272.0	282.0	121.0	1147.0	35.0	130.0	36.0	285.0	302.0	302.0	30.0	562.0	320.0	49.0	181.0	231.0	168.0	77.0	118.0	421.0	48.0	145.0	238.0	105.0	321.0	111.0	70.0	52.0	73.0	84.0	33.0	46.0	137.0	74.0	63.0	77.0	68.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	2693.0	8596.0	6378.0	1773.0	3603.0	1366.0	6458.0	1141.0	1650.0	992.0	2252.0	1970.0	1551.0	1263.0	1213.0	1521.0	1745.0	1311.0	1394.0	1871.0	899.0	1067.0	2207.0	1057.0	1135.0	1681.0	1491.0	1626.0	1731.0	1505.0	1498.0	1101.0	1897.0	1587.0	2018.0	1414.0	1319.0	2680.0	1558.0	991.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21.0	15.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__;s__	7.0	59.0	44.0	9.0	54.0	211.0	184.0	89.0	0.0	2.0	8.0	11.0	12.0	14.0	2.0	0.0	15.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0	0.0	4.0	26.0	3.0	2.0	6.0	17.0	0.0	34.0	22.0	9.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	27.0	204.0	209.0	90.0	129.0	17.0	167.0	18.0	42.0	23.0	35.0	34.0	57.0	32.0	98.0	87.0	82.0	55.0	102.0	86.0	40.0	85.0	105.0	36.0	138.0	68.0	39.0	91.0	32.0	78.0	65.0	106.0	107.0	36.0	32.0	23.0	98.0	48.0	44.0	47.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__	1.0	16.0	4.0	6.0	8.0	12.0	25.0	7.0	0.0	5.0	22.0	29.0	40.0	11.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	3.0	0.0	5.0	1.0	0.0	3.0	13.0	4.0	1.0	6.0	7.0	5.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	11.0	41.0	35.0	71.0	20.0	38.0	77.0	8.0	26.0	10.0	40.0	51.0	36.0	22.0	30.0	46.0	29.0	9.0	2.0	21.0	6.0	8.0	8.0	5.0	9.0	3.0	7.0	24.0	10.0	14.0	1.0	6.0	8.0	5.0	55.0	85.0	9.0	23.0	13.0	5.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	2010.0	11817.0	15863.0	4162.0	5994.0	2270.0	14925.0	2370.0	2544.0	1863.0	2846.0	2310.0	2685.0	2035.0	5436.0	6071.0	2167.0	2508.0	4016.0	3203.0	1664.0	2948.0	6444.0	1481.0	1627.0	5099.0	2666.0	3763.0	2491.0	3317.0	2972.0	2380.0	5192.0	1748.0	3063.0	9879.0	5419.0	1974.0	3646.0	1839.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	1.0	100.0	158.0	49.0	41.0	21.0	108.0	6.0	28.0	6.0	36.0	26.0	15.0	11.0	0.0	14.0	2.0	23.0	75.0	8.0	38.0	60.0	193.0	56.0	17.0	79.0	20.0	33.0	26.0	89.0	43.0	7.0	36.0	9.0	30.0	42.0	50.0	24.0	16.0	56.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	1293.0	5034.0	3702.0	1703.0	1555.0	1761.0	6119.0	1499.0	1356.0	934.0	1916.0	1939.0	1099.0	1173.0	1584.0	1019.0	1018.0	548.0	1024.0	737.0	736.0	613.0	1602.0	1099.0	662.0	1265.0	560.0	947.0	781.0	969.0	1439.0	609.0	1643.0	1614.0	2037.0	5423.0	2277.0	2067.0	2701.0	1558.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	9.0	10.0	14.0	6.0	6.0	10.0	16.0	5.0	3.0	3.0	5.0	13.0	0.0	5.0	4.0	8.0	5.0	4.0	2.0	3.0	1.0	2.0	9.0	5.0	3.0	8.0	6.0	2.0	6.0	0.0	5.0	7.0	10.0	6.0	9.0	32.0	10.0	8.0	5.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	266.0	571.0	237.0	470.0	268.0	259.0	910.0	18.0	234.0	144.0	383.0	439.0	529.0	184.0	183.0	532.0	201.0	41.0	43.0	88.0	58.0	40.0	104.0	62.0	50.0	93.0	25.0	174.0	124.0	84.0	110.0	83.0	75.0	22.0	297.0	1342.0	161.0	163.0	97.0	34.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	715.0	5044.0	4567.0	1372.0	3072.0	584.0	4538.0	775.0	1933.0	976.0	1228.0	987.0	969.0	1135.0	2061.0	1382.0	712.0	1308.0	1431.0	1203.0	598.0	1155.0	2419.0	772.0	745.0	1491.0	1188.0	1218.0	1052.0	802.0	858.0	1051.0	2339.0	1431.0	1273.0	2527.0	1917.0	1022.0	1367.0	942.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	1488.0	9496.0	7229.0	2494.0	3347.0	1209.0	8752.0	562.0	2253.0	1045.0	1691.0	1104.0	1318.0	852.0	3958.0	2660.0	1123.0	1459.0	2838.0	1730.0	1281.0	1622.0	4866.0	1380.0	1450.0	2489.0	1234.0	2372.0	2024.0	1136.0	1571.0	2318.0	2406.0	748.0	2185.0	4204.0	1647.0	2537.0	745.0	2078.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	433.0	2078.0	2333.0	869.0	1242.0	1103.0	3872.0	317.0	677.0	266.0	659.0	572.0	628.0	319.0	870.0	414.0	480.0	429.0	794.0	595.0	417.0	406.0	654.0	540.0	596.0	465.0	500.0	581.0	361.0	208.0	540.0	326.0	337.0	600.0	1442.0	2371.0	1289.0	1103.0	765.0	655.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	1.0	5.0	5.0	2.0	6.0	1.0	6.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	22.0	3.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	3.0	0.0	7.0	3.0	0.0	8.0	1.0	0.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	0.0	55.0	38.0	56.0	4.0	0.0	5.0	2.0	2.0	10.0	2.0	7.0	6.0	7.0	14.0	18.0	0.0	1.0	29.0	7.0	6.0	0.0	0.0	0.0	0.0	14.0	0.0	10.0	0.0	1.0	17.0	0.0	92.0	1.0	2.0	75.0	59.0	55.0	6.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__formatexigens	1.0	2.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella;s__peoriensis	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	156.0	1202.0	1956.0	875.0	1341.0	197.0	1119.0	230.0	96.0	182.0	439.0	240.0	261.0	203.0	545.0	1649.0	489.0	289.0	935.0	810.0	516.0	440.0	656.0	489.0	330.0	295.0	344.0	297.0	291.0	584.0	599.0	268.0	1336.0	273.0	440.0	291.0	532.0	87.0	640.0	340.0
