sampleID	pielou_e	faith_pd	observed_otus	shannon
UNKGMB37	0.7479646573880288	57.30499	1050	7.5067031576003425
UNKGMB10	0.7573002501187016	53.83879	1000	7.547090931403623
UNKGMB19	0.72153193457573	50.93920000000001	865	7.0396669581878735
UNKGMB7	0.7572306920761529	46.88081999999999	812	7.318889005718629
UNKGMB6	0.7515511577683752	52.95182000000001	983	7.471205837975798
UNKGMB38	0.7334378396944655	50.94182	893	7.189536426404153
LSGMB16	0.7284582637508455	51.76965	905	7.1547524218595075
UNKGMB5	0.7439479020879425	55.10775	1038	7.4540535021416465
UNKGMB24	0.7113904763026107	49.37037	863	6.938345508681017
UNKGMB26	0.7066813213399071	48.35501	838	6.862445521842729
LSGMB10	0.7374614812755074	52.11668	937	7.280149859575584
UNKGMB28	0.7040210790412281	44.99157	794	6.7818316730915535
RSGMB3	0.7298678740625556	53.12069	945	7.214138523653459
LFGMB1	0.7266164211030232	48.85038	828	7.043446801066993
RSGMB4	0.7336712136653956	47.95506	841	7.128321625317343
UNKGMB36	0.735903150006745	50.37309000000001	860	7.173725824886112
RSGMB5	0.7215740177805203	49.72103	860	7.034042680577606
UNKGMB12	0.7374272366521997	52.947669999999995	943	7.286602563066109
UNKGMB25	0.7133590741929811	49.15621	884	6.982289108058581
RSGMB6	0.7138914365850703	45.43199	804	6.889803156372497
UNKGMB30	0.7602293462363394	54.01368	951	7.521178154925102
UNKGMB14	0.7720801223238135	51.04602000000001	894	7.56957467811391
UNKGMB13	0.7395530730782245	53.697309999999995	969	7.336627440242562
UNKGMB8	0.7569238323162875	50.79897	891	7.417309798908937
UNKGMB21	0.7377395710590571	47.52241	820	7.140935496683826
LSGMB14	0.7300714199642313	50.56858	874	7.133885192163834
LSGMB11	0.6940527368101279	44.2666	733	6.605764486888247
UNKGMB34	0.7542073958057288	53.58371999999999	996	7.511907119405095
UNKGMB20	0.7498741234174735	47.6925	820	7.258391654753526
RSGMB7	0.7105874737327806	47.647729999999996	814	6.870588554782568
LSGMB15	0.7207685253072671	49.98473	878	7.047730232995916
UNKGMB27	0.7095084309646691	47.35789000000001	810	6.855113018479006
UNKGMB29	0.7081509449360007	49.13293	856	6.898429051482828
RSGMB1	0.7205767145347681	50.35767	847	7.008486326099996
LSGMB13	0.7694481760248992	56.00719	1005	7.673691105921898
LSGMB20	0.7480270312980108	53.54329	934	7.380991222654996
UNKGMB33	0.7288151509686756	50.76875999999999	909	7.1628947754686765
LSGMB1	0.7214240149378024	50.32906000000001	905	7.085663619884852
LSGMB17	0.7340643343098454	52.74224	937	7.246613546652168
UNKGMB35	0.7560999275987991	52.98395	951	7.48032457119676
LSGMB19	0.7260234950986433	47.55848	793	6.992460827896062
UNKGMB18	0.7507226546945083	56.36209000000001	1077	7.561881058946598
UNKGMB23	0.7443830382617538	50.13155	864	7.261372796762052
UNKGMB17	0.7295885076721488	50.48	888	7.14589325545079
UNKGMB22	0.7502621694075642	48.92987	892	7.353244421060586
UNKGMB4	0.7201097108982231	49.97236	879	7.042470877498072
UNKGMB15	0.7531676106119232	50.65083	881	7.368237385633312
UNKGMB9	0.7446954571293011	49.70774	873	7.27555385904077
UNKGMB11	0.7423675899439519	50.17576	901	7.286622441689222
