	LFG_AM (LFM)	LSG_AM (LSM)	LSG_AFO	LSG_Unknown	LSG_AFY	RSG_AM_2	RSG_AM (RSM)	RSG_SubAM_1	UNKG_Unknown_1	UNKG_Unknown_2	UNKG_Unknown_3	UNKG_Unknown_4	UNKG_Unknown_5	UNKG_Unknown_6	UNKG_Unknown_7	UNKG_Unknown_8	UNKG_Unknown_9	UNKG_Unknown_10	UNKG_Unknown_11	UNKG_Unknown_12	UNKG_Unknown_13	UNKG_Unknown_14	UNKG_Unknown_15	UNKG_Unknown_16	UNKG_Unknown_17	UNKG_Unknown_18	UNKG_Unknown_19	UNKG_Unknown_20	UNKG_Unknown_21	UNKG_Unknown_22	UNKG_Unknown_23	UNKG_Unknown_24	UNKG_Unknown_25	UNKG_Unknown_26	UNKG_Unknown_27	UNKG_Unknown_28	UNKG_Unknown_29	UNKG_Unknown_30	UNKG_Unknown_31	UNKG_Unknown_32
UNKG_Unknown_13	0.11401368365056377	0.09160081960133418	0.10763547271299004	0.1126940554196332	0.08413099497703333	0.15305163236399966	0.09781219840033893	0.1560759859269978	0.11214018092285123	0.10266156637812077	0.11706183353148815	0.13272179440790718	0.12640666038214735	0.1118925539045724	0.10886951381532074	0.14884604059846354	0.10253659360910283	0.07983322434683943	0.10167242028516288	0.09579309620145436	0.0	0.12209100780627895	0.13142132164063383	0.0846227913781531	0.09968493570887836	0.1274782862269174	0.14478971277032562	0.09593487695299523	0.08290345377606251	0.1081521383588009	0.08246756164126387	0.0827257255965257	0.12225071787332582	0.16351925869572154	0.13218010797693022	0.19302537040919598	0.12050538753046798	0.10530637305081347	0.1464402113853956	0.09764521833187144
UNKG_Unknown_14	0.13135961882084765	0.12443083305704375	0.09751252542509192	0.13626250250289668	0.11371856927869886	0.18360829269874737	0.16455087834900953	0.2060460142589628	0.1737073262557665	0.1580947475467244	0.16001828481962743	0.17405701128012985	0.16850033930008204	0.1753343866618912	0.12399319871151773	0.14875043633208285	0.11838140368173006	0.10798805129986191	0.0654325193487699	0.11917226318129855	0.12209100780627895	0.0	0.12213194473637688	0.08809844929078174	0.1264714833808628	0.09511688900435818	0.1301225766204865	0.11276807685658624	0.12160119605066012	0.11978378406741419	0.13354171415347987	0.13423292216766142	0.11854405932651947	0.20852391778096008	0.16418863075840529	0.19928646768814914	0.14929751901859067	0.15332924458457808	0.198956712573973	0.15061052903755354
UNKG_Unknown_15	0.13839211821746397	0.11492793134941748	0.06855048039372914	0.09017254372412244	0.10207873675612934	0.18401267330570226	0.1391590389858705	0.20048683056956323	0.14699190247079624	0.1570868340349355	0.13670899924932944	0.14953671189290532	0.1543046025053834	0.17938384787463713	0.07781984965565403	0.09442739158419261	0.13381881906612678	0.13894448857072872	0.09849233594810311	0.13061834761682303	0.13142132164063383	0.12213194473637688	0.0	0.11153191185647826	0.1416211591083149	0.08347412493172533	0.14811649796832208	0.09836621128614417	0.1186255914938318	0.11667222002688024	0.11260879960322552	0.1301605864209323	0.0786072055341228	0.1974235051755217	0.12944231582956367	0.1312483590896918	0.11542982266507033	0.1290267961258844	0.15884365769866424	0.14252820873127392
UNKG_Unknown_16	0.10116246878377243	0.09204312383788729	0.08369670835082842	0.11480392522523464	0.08292756560538664	0.16009460985800383	0.12523038665977046	0.1678437350415786	0.12799201768902446	0.10487200819833536	0.11952459779581139	0.12991655191333407	0.13123704421764945	0.12748762441743616	0.1031753229574065	0.1358419623005831	0.08842328094869922	0.0885059271430414	0.08874850663307216	0.09762612013413706	0.0846227913781531	0.08809844929078174	0.11153191185647826	0.0	0.08497901050654012	0.09439463820130325	0.1194646158695894	0.08052957229457426	0.0672372573579274	0.09127829539358125	0.09527367978848422	0.08652061525451156	0.09874719398367066	0.18234307939047006	0.11788909689738275	0.17812738457491384	0.12015909279141551	0.11190734444476594	0.1578854903903261	0.10554185248360178
UNKG_Unknown_17	0.09374905572111879	0.10323342072058478	0.10661564335124703	0.1259814774353969	0.0761645013006667	0.14109566552066588	0.11449653506242902	0.15018184023007336	0.11503776004715231	0.09111275221525282	0.1125517701858708	0.12032040153253816	0.11306563449216998	0.11010481093855895	0.10752276654341346	0.14534818097925947	0.0933916782362499	0.10965083855927948	0.12024679678452348	0.09717656803013555	0.09968493570887836	0.1264714833808628	0.1416211591083149	0.08497901050654012	0.0	0.11800458973170545	0.1302577255818264	0.09320787869411018	0.07577113596810674	0.08064331751989604	0.08748250338950551	0.10576246557869612	0.10734239885060551	0.17583483991946414	0.12923107801526662	0.19494956808653222	0.1199425310497027	0.1095962908445094	0.1408715105607148	0.09529805546272319
UNKG_Unknown_18	0.1298783589290528	0.12426911982791244	0.05639646075770833	0.12035323180792065	0.10264806961367663	0.19626460853649771	0.169243323649366	0.21895206765236563	0.1663091854321071	0.15346293652310172	0.15099993887228783	0.16524978572399862	0.1614034571414031	0.17578522254077392	0.11078644541323253	0.11329712784446869	0.11860524328671244	0.11421272866939731	0.08866873808048319	0.12156914961632269	0.1274782862269174	0.09511688900435818	0.08347412493172533	0.09439463820130325	0.11800458973170545	0.0	0.1271639096871608	0.08923707130390891	0.11108097491736564	0.10534270766399338	0.12920741415062775	0.12630138103121133	0.07169405333581974	0.20786255807397944	0.1643991441343006	0.17707675177062737	0.13929625912635263	0.15483474892841695	0.19429505736528235	0.1585611989196894
UNKG_Unknown_19	0.11090107322620005	0.12002451945370303	0.1168232155949577	0.15438828072283858	0.12156808034721676	0.13926574993136842	0.16470602180647714	0.17450626798875282	0.18402996105858668	0.14023168379716047	0.16811630842714026	0.1790028864679232	0.16463449377838157	0.1444311273647137	0.13966154826029634	0.16495587180949048	0.10903307730782472	0.132488739238242	0.1330535393022473	0.15294923983780442	0.14478971277032562	0.1301225766204865	0.14811649796832208	0.1194646158695894	0.1302577255818264	0.1271639096871608	0.0	0.11451525532957516	0.13208538625469532	0.11720945562530086	0.14420346264553058	0.13163354141341568	0.12165748001565539	0.13533987209225756	0.17620040145750213	0.21061234565306447	0.13442316504075968	0.1564216439588471	0.2073883577890094	0.1551222700069018
UNKG_Unknown_20	0.09559119932925057	0.07749332885095599	0.07256455257316621	0.08405129720016476	0.06378608237576744	0.1593558718996579	0.11630128235468158	0.17724770590687136	0.11429839947706102	0.10055031978283327	0.09998139978256619	0.11091159874346296	0.09733462059219111	0.11936871778578849	0.08039048042741773	0.10535745029863444	0.08565290320960635	0.08212625703224184	0.08522447490375938	0.07724614773994153	0.09593487695299523	0.11276807685658624	0.09836621128614417	0.08052957229457426	0.09320787869411018	0.08923707130390891	0.11451525532957516	0.0	0.0767914556823669	0.07834713929623889	0.08705998462952697	0.07976679467057386	0.08440483788985105	0.1613937444782603	0.11733665766593279	0.16429381616586716	0.1022720526340406	0.1023114840223339	0.14451563194439787	0.11666379439958499
UNKG_Unknown_21	0.11678530055940467	0.09043947057724025	0.08724731485304596	0.10772238599862198	0.07225784421560516	0.164155644572561	0.1078275697103089	0.15355501587126996	0.10642193471596026	0.08047115144571038	0.10800398391204112	0.11717502468686922	0.1178956668053537	0.105056427040561	0.10115497636544588	0.13031646889211523	0.0984372654718462	0.09129473127869941	0.10285955968905984	0.07611710562583467	0.08290345377606251	0.12160119605066012	0.1186255914938318	0.0672372573579274	0.07577113596810674	0.11108097491736564	0.13208538625469532	0.0767914556823669	0.0	0.09463438455436417	0.08455682446561706	0.07122009850177716	0.10628279202979346	0.17074652489718514	0.1318837464040835	0.18636687458987675	0.11840876163297086	0.10540810931308525	0.14781975806013856	0.10193067536571702
UNKG_Unknown_22	0.08609676695895999	0.08790542193153315	0.07769783410446475	0.1061877100645826	0.06337654172917596	0.1595498942164745	0.1209170112935139	0.1631200891826861	0.12048740323235628	0.10493662409922447	0.09734080619892957	0.1077758443025247	0.10758941450680946	0.12667152258840206	0.09749002852965181	0.1176766408228899	0.10383174974483002	0.10786824285564997	0.10242494305700281	0.10907309281140952	0.1081521383588009	0.11978378406741419	0.11667222002688024	0.09127829539358125	0.08064331751989604	0.10534270766399338	0.11720945562530086	0.07834713929623889	0.09463438455436417	0.0	0.08558817489162263	0.10300640884747318	0.07867179773432081	0.1784361430994986	0.11517102397858	0.16185764618188067	0.10942590498638309	0.10732690929877546	0.1380610943509248	0.10609514413612882
UNKG_Unknown_23	0.10360926956562938	0.08670504228507175	0.10283733315768673	0.090656387977718	0.07174089182819524	0.14241140712409453	0.08826875961420462	0.1373506962146587	0.08957614722790501	0.08963296607031143	0.08794456944528613	0.10408987802989664	0.10798186715001873	0.1071463657199685	0.09178485956039527	0.12706821398927895	0.10619230766962622	0.10835998601760953	0.10658379173066045	0.09175574847780413	0.08246756164126387	0.13354171415347987	0.11260879960322552	0.09527367978848422	0.08748250338950551	0.12920741415062775	0.14420346264553058	0.08705998462952697	0.08455682446561706	0.08558817489162263	0.0	0.09430273743839246	0.09751031598050307	0.15626999331472696	0.10529475217132668	0.1634754817311206	0.09360232655818575	0.08644221656882559	0.10929410136386704	0.08228909286655364
UNKG_Unknown_24	0.11964033596753916	0.0932677416910038	0.10322873678355522	0.11657797037087932	0.09398543410977468	0.1807913033099512	0.1088537214910636	0.16667238654067165	0.12255875761041575	0.0902352526354945	0.11219278783098345	0.12353160735276	0.12248400535403464	0.10230078182918499	0.1168566302086834	0.1425897328950683	0.11557688373675176	0.07586379838880862	0.1099132581237925	0.09980460232718333	0.0827257255965257	0.13423292216766142	0.1301605864209323	0.08652061525451156	0.10576246557869612	0.12630138103121133	0.13163354141341568	0.07976679467057386	0.07122009850177716	0.10300640884747318	0.09430273743839246	0.0	0.11573637589583716	0.17416985302516205	0.13840704621429517	0.18731540874982797	0.12546823546541758	0.11728181588442539	0.15837338900881776	0.11700190773822766
UNKG_Unknown_25	0.10694685143191682	0.09833035692763253	0.05824129986152638	0.10101926621459266	0.08120627128668494	0.17129356512493168	0.12919032938815941	0.1826687583819699	0.13502036790436067	0.12327416753903626	0.11580571960415761	0.13074288381786991	0.12855015793905866	0.1463380872773672	0.0922465978182329	0.09082709611984888	0.11130914886965645	0.12671850670778917	0.10392822810126372	0.12572541938293513	0.12225071787332582	0.11854405932651947	0.0786072055341228	0.09874719398367066	0.10734239885060551	0.07169405333581974	0.12165748001565539	0.08440483788985105	0.10628279202979346	0.07867179773432081	0.09751031598050307	0.11573637589583716	0.0	0.18428631651595	0.12136476842671429	0.14605457973346136	0.10549192328242525	0.1148985843288515	0.1544092158463827	0.12362754765408568
UNKG_Unknown_26	0.15384880755410046	0.1301496661623447	0.17759111995261626	0.17167108943213383	0.1543144560807868	0.13254845876800678	0.15470723438414483	0.15672995209388904	0.16917461787195365	0.15154909894697638	0.16313604251629252	0.1707714380826309	0.1498174657426551	0.1348820129320424	0.17838860661900177	0.21509827728101427	0.1396457775208474	0.18012566209285996	0.1938983717564251	0.15717265693660068	0.16351925869572154	0.20852391778096008	0.1974235051755217	0.18234307939047006	0.17583483991946414	0.20786255807397944	0.13533987209225756	0.1613937444782603	0.17074652489718514	0.1784361430994986	0.15626999331472696	0.17416985302516205	0.18428631651595	0.0	0.1685802583116058	0.23095864308276712	0.1456121296598711	0.13992367015438115	0.16029647086072252	0.1510745923046829
