	UNKGMB37	UNKGMB10	UNKGMB19	UNKGMB7	UNKGMB6	UNKGMB38	LSGMB16	UNKGMB5	UNKGMB24	UNKGMB26	LSGMB10	UNKGMB28	RSGMB3	LFGMB1	RSGMB4	UNKGMB36	RSGMB5	UNKGMB12	UNKGMB25	RSGMB6	UNKGMB30	UNKGMB14	UNKGMB13	UNKGMB8	UNKGMB21	LSGMB14	LSGMB11	UNKGMB34	UNKGMB20	RSGMB7	LSGMB15	UNKGMB27	UNKGMB29	RSGMB1	LSGMB13	LSGMB20	UNKGMB33	LSGMB1	LSGMB17	UNKGMB35	LSGMB19	UNKGMB18	UNKGMB23	UNKGMB17	UNKGMB22	UNKGMB4	UNKGMB15	UNKGMB9	UNKGMB11
UNKGMB37	0.0	0.13397255916783216	0.11555456447385959	0.1171221179553563	0.10088170910769487	0.18149589465093846	0.06919018697449318	0.14515035818029398	0.11791686808332746	0.10261094552002833	0.13806408111365015	0.0697777590192026	0.08963342122366764	0.10754417158638263	0.14142888840310455	0.1148799124213799	0.19874661377015979	0.1153057564308633	0.07611196738046362	0.1726445205677114	0.08552471270765492	0.12693505008892655	0.12826968819518866	0.15529153693871178	0.10841630750527007	0.07732828974685417	0.08524679312569147	0.07809767084263182	0.1288719100757177	0.182944075682439	0.07281992319886087	0.11073912162847803	0.12355774041986302	0.17109810023228977	0.09848754804706022	0.11859043814330678	0.1080312202278901	0.12176292784221211	0.06560981085149163	0.0967968888856081	0.13040596783215816	0.09101762071031878	0.11921022164269632	0.09133585920383362	0.12726648857311113	0.115866041044392	0.14952805666823654	0.12258289247899211	0.12479368056572208
UNKGMB10	0.13397255916783216	0.0	0.13742090689035494	0.09953686408744868	0.11301443800587074	0.16585110460089045	0.11471205022224013	0.1563752454194391	0.17210979276254956	0.12599317706133054	0.08480745014165214	0.16429839183235645	0.13149268699216565	0.13763301154664126	0.08821327603054854	0.11739277501090566	0.13325613733333463	0.09419775772609414	0.14693498118305343	0.11304558759262465	0.11658931893987506	0.11584781631328767	0.09740906555209426	0.10402477409554904	0.14294412794659647	0.12262390560766225	0.17890656100460625	0.11933424077614913	0.12405944489351153	0.15225146294460054	0.11912017938408663	0.11375496745692769	0.18450387286125083	0.15453766763329388	0.1069702279880695	0.10727493146337685	0.10442728347285539	0.1279887945998099	0.11397870460853932	0.09041504020969097	0.15973326528817458	0.13373634526849407	0.10730293785068334	0.12018298933735864	0.10642684995620644	0.116179415705777	0.0968118713808355	0.08762083363443189	0.08697633571301011
UNKGMB19	0.11555456447385959	0.13742090689035494	0.0	0.10133046481142942	0.08688518380410114	0.13782676545387818	0.09341744254898615	0.18703360199667393	0.11557623187547972	0.08757507686093217	0.13823643707564398	0.1168163106977801	0.12786439665157148	0.07088927600992831	0.13073058496476564	0.11670195461232803	0.1550304949670983	0.11889944847206678	0.13247130214504832	0.17705839722346803	0.0900851159528228	0.11412850655362662	0.13042241617592018	0.15578233493775853	0.1096293510482106	0.09875892051604371	0.141781106615208	0.1048942978412551	0.11600190038139661	0.14155718287909538	0.09049452757700466	0.09830706184326882	0.10631295231077502	0.10903738474475509	0.11578698729935584	0.11050780814671532	0.10568114693205584	0.08125612876146249	0.09025039251513592	0.10970730660086511	0.10640539621456735	0.14907533109521437	0.10295539611432514	0.1052539914499675	0.10488779857477204	0.10982261628295949	0.11203896654880263	0.10771759308963456	0.11001298332245162
UNKGMB7	0.1171221179553563	0.09953686408744868	0.10133046481142942	0.0	0.07397016789888335	0.1328235093185613	0.10724521242919856	0.15175422402052136	0.15480228657545136	0.11356559899708457	0.10262479532777426	0.1550497259977732	0.1116252098472116	0.0912305912697993	0.08535167263652618	0.11561624104426593	0.14876149902010546	0.08809893363479046	0.13346418436327404	0.1220402397575785	0.10418923971089386	0.09795954972416407	0.09327181856762073	0.09925130705567443	0.1302315948916863	0.11712476586571112	0.16799997974985711	0.10542558664981838	0.1273741105370972	0.12061788588584388	0.10948496690206476	0.11085543580281242	0.1571743339161279	0.10677860262116491	0.10745279077932826	0.08680035570278959	0.10954901685437538	0.0854910473403283	0.10433387681407037	0.08574630791322194	0.10889886411721175	0.1462614429276473	0.10537421831084683	0.09605565402841341	0.10884960202266535	0.06678497181954704	0.0967529901570428	0.06588187320342054	0.08337094786403487
UNKGMB6	0.10088170910769487	0.11301443800587074	0.08688518380410114	0.07397016789888335	0.0	0.14494168910704447	0.10075311100470473	0.13757344046260406	0.14747852972647502	0.11877131110933971	0.11656687133718426	0.13585671405411542	0.1040695393898392	0.0935430328442487	0.0998182961810919	0.12222555668567145	0.15805298203393964	0.10388598646312189	0.11291550528114157	0.14348336900772682	0.10183196044527554	0.11679274354088934	0.11426822563495105	0.11639558231589364	0.12338679489180347	0.10621632699844553	0.15106903060541046	0.10278229930382841	0.13719421733770018	0.13099005194033114	0.10608018332401334	0.11991058864217585	0.13457193143515955	0.1134358072722831	0.09473116679116554	0.10014279092725503	0.12108955761940442	0.09078161350554245	0.09690554981251834	0.0925946440174961	0.11319814338223766	0.13238313593856646	0.11852807959170719	0.08871908961075611	0.1162345247927105	0.08442338611751948	0.11189805393404277	0.09615234121251036	0.10432420805880811
UNKGMB38	0.18149589465093846	0.16585110460089045	0.13782676545387818	0.1328235093185613	0.14494168910704447	0.0	0.1621771756732844	0.22806290382848765	0.20406565219487113	0.17764233347556654	0.16327814086171427	0.20353981741799484	0.1952430193305269	0.15315965497935333	0.15773144841800904	0.17236890277479838	0.16563822335105063	0.1590260609354757	0.19409565193735895	0.1922247566771215	0.1586516531566987	0.14665856158342044	0.16457005998682364	0.15788870626285956	0.1887563620436684	0.16813876365667055	0.2106447496945758	0.17313424110942421	0.17803508869008006	0.15260451025395486	0.1659087891441327	0.17615029389449927	0.1275018306175869	0.12871963901443056	0.1719561382834315	0.15567538211779483	0.16958776228437678	0.1485302120455555	0.15678472955577386	0.15210013468087982	0.12709007977527387	0.21245538247002183	0.1583080404930728	0.17345639945731264	0.15521613910201612	0.16346787084394226	0.13595003103446526	0.14395982725083156	0.14900303649704083
LSGMB16	0.06919018697449318	0.11471205022224013	0.09341744254898615	0.10724521242919856	0.10075311100470473	0.1621771756732844	0.0	0.15703256236134217	0.10237290584346448	0.0713248931498782	0.12730818973130054	0.07967115016332282	0.08773612929183316	0.09934057575606393	0.12691604748510343	0.07895301147791049	0.1822954172582051	0.09899535480153275	0.08167370045528154	0.1658422626215651	0.05137891045569359	0.10692337883047084	0.10831040162958318	0.14137330178673618	0.08678551576249059	0.029033926321283897	0.09925846623931128	0.06545667533237343	0.08689446526617423	0.1759815185378673	0.020984818579459316	0.08870948308785973	0.1055927785989584	0.16040114561294522	0.08493912652457938	0.10152345354723409	0.06875278950202307	0.10293013881191591	0.03653636340412355	0.08704375785330222	0.12303276951843707	0.1039683069392557	0.09054700426081548	0.081853264842152	0.08495987958199398	0.11321982676342904	0.12502575867087404	0.11437313110834109	0.10069586732176691
UNKGMB5	0.14515035818029398	0.1563752454194391	0.18703360199667393	0.15175422402052136	0.13757344046260406	0.22806290382848765	0.15703256236134217	0.0	0.20059982106343185	0.18481720006896854	0.15545013160019214	0.17446211447780746	0.1244289834462819	0.1769932063999948	0.1706197592650603	0.18676766837384942	0.2312871708292587	0.15287356239463476	0.13496247182194268	0.17817915220005062	0.1672312745240894	0.17229805297162062	0.14906249822275888	0.13670901076171987	0.18026513396175067	0.15735794024536315	0.17823866919662532	0.16263360329594886	0.20372438182322333	0.21138407711246748	0.16311379747648022	0.1962020054613332	0.21229016035456133	0.19269484845620805	0.13045006968468165	0.17344318816678583	0.18888026870361635	0.16962319395300202	0.14909312761212862	0.1648435334038659	0.18534620755645662	0.13660735935615853	0.19216766117542833	0.13387673107538978	0.1871795878165685	0.13138528499812724	0.20411818188726183	0.17414396171743357	0.19035320642593018
UNKGMB24	0.11791686808332746	0.17210979276254956	0.11557623187547972	0.15480228657545136	0.14747852972647502	0.20406565219487113	0.10237290584346448	0.20059982106343185	0.0	0.08268857761625319	0.17368848350270102	0.09496177759197037	0.1288039599770185	0.1308231368024394	0.18083557358733443	0.12926844391886122	0.22210990558723007	0.15578891011045645	0.11825981316219367	0.20125153785771108	0.10952837103894286	0.16549978898832424	0.1683527636720473	0.20223240773312437	0.06301109184253596	0.10344171714925683	0.12115619877721508	0.11636810676818049	0.1028811773780751	0.20556841710819584	0.09551876759103949	0.12372775042884007	0.12708148418776846	0.18639312274828654	0.13880871710340564	0.14411993454480015	0.11773941893231207	0.12181988585037833	0.09693045970011406	0.13188726845507	0.15794069663797997	0.14873654514598045	0.11780011921168076	0.12361972858848377	0.12151776138200143	0.16156216061112366	0.17466968775423608	0.14804015344884242	0.15384311612532603
UNKGMB26	0.10261094552002833	0.12599317706133054	0.08757507686093217	0.11356559899708457	0.11877131110933971	0.17764233347556654	0.0713248931498782	0.18481720006896854	0.08268857761625319	0.0	0.1370974012709923	0.09397402786184543	0.11453667867005389	0.10294736332144418	0.13926546719798302	0.08315066309642413	0.18616668504509717	0.11890992602218499	0.11212412621501482	0.1615247629895043	0.07785240832387366	0.12771631196823005	0.12704109290889778	0.16189189393244402	0.0885667372285746	0.07285224651712996	0.11902980603689534	0.09092356656415443	0.08464918461683539	0.16769856992574084	0.06660048203615748	0.0829990810144725	0.11864005732367536	0.1595606399030235	0.11839157126569372	0.11507386186118254	0.06604456575501372	0.1069597141099393	0.07631069627992197	0.09629310387096493	0.1485037991113047	0.13892154213347463	0.08432412202813275	0.10491998974342287	0.09326149213212326	0.11654086639845926	0.12778028434883362	0.10572260184799336	0.10256153898515162
