	G12MB13	G12MB10	G2MB7	G12MB2	AGMB6	G12MB17	G2MB14	G12MB7	G2MB6	URGMB11	G2MB12	URGMB13	URGMB12	G2MB9	G2MB11	URGMB2	G2MB3	URGMB5	G12MB3	G2MB13	G12MB11	G2MB10	G12MB4	URGMB4	URGMB6	G12MB1	G2MB15	URGMB14	AGMB2	AGMB7	URGMB3	FRCMB4	AGMB1	FRCMB1	AGMB5	G12MB5	G2MB4	G2MB8	G2MB2	URGMB8	URGMB7	G12MB9	URGMB9	AGMB3	G12MB6	FRCMB2	FRCMB3	AGMB4	URGMB1	FRCMB5	G2MB1
G2MB12	0.12024531920384712	0.13278903780652165	0.20546980344128388	0.2582731708861985	0.14112520394874942	0.1597544756781341	0.11945552543545833	0.08204488170156693	0.16596221378393738	0.19055532632613958	0.0	0.12429264813523226	0.16734563264521807	0.2051287095254986	0.14894714880760726	0.12950387272695832	0.12525674557126615	0.1668892952843737	0.1404281588684367	0.12230884676071711	0.16306406381428648	0.13617747197272853	0.1474173722774441	0.1873280429092508	0.13936030731969642	0.17772042225863613	0.1397611941702253	0.14991224915802068	0.10999935937555062	0.13932373248817284	0.18758436616460722	0.4374482834165433	0.21793636347375214	0.38863284586743446	0.15760329117639435	0.15987868853806267	0.1330886019390933	0.18212424269667465	0.16191053760449278	0.12387010219339162	0.27481038025615395	0.17571328968509442	0.14869867820893398	0.1339982430345448	0.18799060945654378	0.49501064216635704	0.5848869556285505	0.15174459994956085	0.14001135254678856	0.27507167240545605	0.1335639732521899
URGMB13	0.1305029232435738	0.1209051855904704	0.20671208769877117	0.2611774925128469	0.15263437864780863	0.168860617162612	0.13089665174108628	0.12472346976269975	0.16115567307601913	0.15085672740788697	0.12429264813523226	0.0	0.12512239139079998	0.21702772774523263	0.15384034355589846	0.1154916112610486	0.14334059697860888	0.11791141742153745	0.10778354539737461	0.12869926933721465	0.19194598986487937	0.11852928059042382	0.16787011131883242	0.12802471725451717	0.10256097439025849	0.17133029795588964	0.1510481094911244	0.12205097557438331	0.11105484408658507	0.1405407261929278	0.12723203291589436	0.44749449417490506	0.1999377409399156	0.3889081588308744	0.14688342340213578	0.1742595731646465	0.15122181929920103	0.17144576836417494	0.1791795775603179	0.12273631466082767	0.21569209697214878	0.15557918896131837	0.10114170996938772	0.14212507581932665	0.18913665102307303	0.4913670009824828	0.6072737420341965	0.1566348497318404	0.09022147933435011	0.2526660328311713	0.1320836244995196
URGMB12	0.17767130021199143	0.13333634190007895	0.26218933950281337	0.32104552830620375	0.1851183653526465	0.19404925678789187	0.14519453307813898	0.16545644794879205	0.15156458498552025	0.1558447013133997	0.16734563264521807	0.12512239139079998	0.0	0.1969276072534945	0.20287615285554142	0.14992662669107767	0.1737119588836328	0.048624878513802185	0.15705780766022984	0.17979870127176817	0.24101210109802845	0.14702324113168522	0.2023883646048445	0.1545934315275365	0.121076374436197	0.19572813921642856	0.13473881949444075	0.1614430933077502	0.16058245881374555	0.1810744574742518	0.15747469349461032	0.4655276351445397	0.23914026509735822	0.3927683321584666	0.11481689828352748	0.15296621395401483	0.14251588714123578	0.16370141154254925	0.17843097489338713	0.16376432344262923	0.215461128779004	0.13825373425480111	0.14292139931513018	0.18142573913602758	0.2017398319426241	0.4957899882208849	0.5703628804469272	0.20138968232266177	0.12168477307863637	0.2714080331136523	0.1554290554496888
G2MB9	0.2226385218371235	0.21179393272411978	0.22786446966725962	0.2751506365726895	0.2436243017875294	0.20800307144125196	0.22357620834222763	0.23388837244638644	0.22828622011070301	0.21309424560585757	0.2051287095254986	0.21702772774523263	0.1969276072534945	0.0	0.21979615372575942	0.2275575171030245	0.17840363099866394	0.19702516715691962	0.24448931766171	0.21508896865318997	0.18791773340639253	0.21473168578406426	0.26617574339804473	0.23409063335242422	0.2109130653503149	0.2276042527341262	0.2392929895279242	0.22460426551259396	0.20661803872956058	0.24549983707519596	0.2293648365406233	0.522266573617986	0.27461407180793074	0.45673701149827167	0.22473884829841595	0.1739455373228203	0.2410678034027506	0.14182717538659206	0.2526317530241769	0.23308126462696022	0.27233222606044943	0.26607101321518156	0.24592850636329433	0.18100543236822508	0.20176700900347821	0.5455507628742393	0.5268504118771731	0.27705551762810976	0.23567631030752906	0.3119112727990562	0.217030663883404
G2MB11	0.14849102459071264	0.12463458673131596	0.17220826166296233	0.23442377281914978	0.18861941235959542	0.15712833753769273	0.15992753268832113	0.18605763770882444	0.1349215288820316	0.21990088802885263	0.14894714880760726	0.15384034355589846	0.20287615285554142	0.21979615372575942	0.0	0.1367611926069766	0.12800530496535129	0.20032586463548377	0.17096054020757692	0.055021030556256664	0.16642086870612358	0.121062744440073	0.20885552804481516	0.2017644176469799	0.1909739573223717	0.21988284341118078	0.17904164440544407	0.12389680753394142	0.10279256984794546	0.17391490028636034	0.18944668817550825	0.4604074886318833	0.21091731026651292	0.407800507630969	0.20016590151269434	0.1591955942782305	0.18243302305690293	0.1774250439815279	0.22622966182025886	0.14987124279012426	0.23771894244281813	0.20671787545920617	0.17789409066188872	0.15675473429262807	0.15822415549660013	0.5087210262352756	0.5896466208647541	0.20453223163216416	0.17371339712141168	0.2991453905196117	0.1771773138060996
URGMB2	0.1426234393489555	0.10972330256297097	0.2206827721695617	0.28278798499325347	0.1312042861838687	0.12666918145157277	0.1276723830675804	0.144525670309611	0.10636609921816945	0.20221047326645264	0.12950387272695832	0.1154916112610486	0.14992662669107767	0.2275575171030245	0.1367611926069766	0.0	0.14001657284906963	0.15975305962769284	0.10687242257668635	0.1086298400859643	0.18553513261496546	0.12193417160037734	0.14181505847118978	0.17822939994330098	0.1506330486040925	0.20413967373453945	0.16415983180284027	0.11172678145987423	0.12255515293036953	0.13859029093994973	0.16999254183144147	0.48317280492502684	0.21826923031349094	0.42556421310250664	0.14326474722023858	0.1892929469097336	0.1505036616229703	0.18626500212457672	0.187452731225895	0.11163656438875783	0.22760533716208114	0.16992550525815184	0.14499085297929185	0.12169738987196353	0.2029575891094549	0.4816366850777168	0.6005224127119958	0.1582547836359621	0.12813651318663338	0.27831338406566747	0.17778309842675075
G2MB3	0.12029604940343737	0.12764932769743248	0.1604555479810059	0.2258251746091889	0.17233159946055432	0.15262263479377208	0.1793975006250799	0.1495340865397212	0.15734974069993718	0.1533898094334995	0.12525674557126615	0.14334059697860888	0.1737119588836328	0.17840363099866394	0.12800530496535129	0.14001657284906963	0.0	0.16689313047552337	0.1622019804716037	0.1189620543642589	0.12281946634886326	0.10699484957460612	0.1982189528595788	0.1791684876749654	0.1339342365159111	0.16644848052193423	0.18312364784380109	0.14575233172709123	0.12919563102757234	0.18272271818108848	0.1707245180583846	0.45535346010270095	0.19549375506602784	0.38785940223121446	0.1730684724920652	0.13231582972782904	0.17549384869659912	0.14842588880255672	0.20396834048200396	0.15505385015226938	0.21812088882969202	0.18330894109013526	0.1736358903495731	0.12833479533376158	0.13871250029788587	0.5082203982056633	0.5710729507741107	0.20742949380259867	0.16265710494104033	0.26252136052487596	0.14999554130245135
URGMB5	0.16723575238350732	0.14104659116659754	0.24411563156724742	0.3024929308802053	0.18582043917403418	0.19104405735709518	0.1571686922556315	0.17008934931508385	0.16911983371576872	0.1305183940159189	0.1668892952843737	0.11791141742153745	0.048624878513802185	0.19702516715691962	0.20032586463548377	0.15975305962769284	0.16689313047552337	0.0	0.15677978871031992	0.18289370452668272	0.22095886246682078	0.15758335113717845	0.2082799926688383	0.12609585633902418	0.10529293665251103	0.18069749630536344	0.15141559799462997	0.1693465466779153	0.1570435257840781	0.19012835920614032	0.13093421245070944	0.456506750951078	0.21868461716549528	0.38275435747486386	0.13267401695141326	0.1523740857840389	0.15258069113021472	0.16505397457005258	0.17188750711199602	0.1729215121050946	0.19436578095885632	0.14737526944472706	0.13405713190596916	0.18218993122280835	0.1886192727473246	0.5019115724904943	0.5906926629384623	0.20652228444712495	0.11446885669168623	0.25122677623547846	0.1390400242244187
G12MB3	0.15929175743514246	0.1340801606563775	0.22671149034018467	0.2965927668900602	0.1024881156519655	0.17071831164292875	0.14311135764309318	0.12910795999761254	0.16356603884770057	0.17370105034139505	0.1404281588684367	0.10778354539737461	0.15705780766022984	0.24448931766171	0.17096054020757692	0.10687242257668635	0.1622019804716037	0.15677978871031992	0.0	0.14632880929424216	0.2128225075011905	0.13812414110879942	0.11067368462738521	0.17776646368326324	0.11587778210962978	0.19515642552941317	0.16778388590032406	0.15782552139909792	0.13058914443654876	0.13375993847264245	0.17020333184447817	0.46623434777069783	0.20491393030064833	0.40930803607754135	0.13369359165022357	0.20790493847002164	0.17654656984104855	0.2061437403920364	0.16112553576713048	0.14231743259234333	0.2403397996989605	0.18513841245331494	0.14541066964815266	0.1288847338689829	0.2200794624482034	0.4815480814736192	0.6085776255687464	0.15640810475824352	0.1402509883427567	0.26973675705907696	0.16917298163310038
G2MB13	0.12010772209720505	0.09435986362182025	0.18607484654233358	0.24637316989104308	0.17001645820717567	0.13930637654601974	0.14862432391662142	0.15864009781763885	0.10935220100658147	0.20351770652259843	0.12230884676071711	0.12869926933721465	0.17979870127176817	0.21508896865318997	0.055021030556256664	0.1086298400859643	0.1189620543642589	0.18289370452668272	0.14632880929424216	0.0	0.16830254221297253	0.10424755021213233	0.17985442836083948	0.18756680142637197	0.16604152611550918	0.21053941543572405	0.1562322173387939	0.10450730410955654	0.09162531742619721	0.15381278566466505	0.17714022886422803	0.4612155550439604	0.20267180773322188	0.40543665589493616	0.17952626256454143	0.1604115279117431	0.15874631722695337	0.16513302032167954	0.20171443122784322	0.12396435048752018	0.22878625936885294	0.1736478872309441	0.15777914749970268	0.15002876241885	0.1614157226180854	0.5033548069788207	0.5955038987800051	0.18309905467893642	0.14653277043646365	0.28184064103871503	0.1666627535249207
