sampleID	pielou_e	faith_pd	observed_otus	shannon
LFG_AM (LFM)	0.7387616940389393	46.634170000000005	745	7.048596698544805
LSG_AM (LSM)	0.7613437309671124	48.54228000000001	834	7.388006151551457
LSG_AFO	0.7376075016011452	46.41581	791	7.101341215106344
LSG_Unknown	0.7781465308746256	50.83258	900	7.636559788708189
LSG_AFY	0.7596293580039893	47.08278	843	7.383133090243385
RSG_AM_2	0.7344057480226186	44.727990000000005	746	7.008457422358201
RSG_AM (RSM)	0.7645327703854321	47.43398	831	7.414977548036051
RSG_SubAM_1	0.7196631410372385	44.40014	737	6.855166225488935
UNKG_Unknown_1	0.7702073068759815	48.81135	876	7.5286124164616135
UNKG_Unknown_2	0.7563081879473605	45.44046	766	7.246340450475861
UNKG_Unknown_3	0.7561064583381939	47.68969	809	7.303985281786732
UNKG_Unknown_4	0.7508907053693085	48.44895999999999	839	7.293046250278713
UNKG_Unknown_5	0.7828632191162765	48.08774	818	7.574950870839554
UNKG_Unknown_6	0.7649950138472391	46.9587	796	7.371969785033435
UNKG_Unknown_7	0.7425468608430503	46.75708	784	7.139372612664522
UNKG_Unknown_8	0.7654207389468352	49.47297999999999	902	7.514122859141112
UNKG_Unknown_9	0.7361119525790398	46.44627000000001	753	7.03465833173797
UNKG_Unknown_10	0.7617535200461709	44.07586000000001	737	7.256099006601219
UNKG_Unknown_11	0.748807620752535	44.86080000000001	729	7.120991994881983
UNKG_Unknown_12	0.7649901425184847	46.3458	791	7.364968518384383
UNKG_Unknown_13	0.7544930696893737	46.9069	769	7.233204180239544
UNKG_Unknown_14	0.722691231328087	44.71909	739	6.886835901031376
UNKG_Unknown_15	0.7264948953659219	42.98633	763	6.956580383201331
UNKG_Unknown_16	0.7164534553800737	42.69061000000001	725	6.807624083582122
UNKG_Unknown_17	0.7215914695627856	43.550990000000006	725	6.856444657799971
UNKG_Unknown_18	0.7175771301711433	41.43381	683	6.75652095652217
UNKG_Unknown_19	0.7249833698889424	43.19579	725	6.8886739424465295
UNKG_Unknown_20	0.7719556481056643	49.32302	847	7.50820904280437
UNKG_Unknown_21	0.7382221033211585	45.78578	824	7.150788792998707
UNKG_Unknown_22	0.7650006278849852	48.90039	885	7.488999385103513
UNKG_Unknown_23	0.7670136311397677	47.86008	824	7.429677942392075
UNKG_Unknown_24	0.7468707136076911	44.90203	761	7.148861727329797
UNKG_Unknown_25	0.7603810562145947	52.39493	937	7.506409731461682
UNKG_Unknown_26	0.7469150998430573	43.97810000000001	763	7.152114852600527
UNKG_Unknown_27	0.7356996127446664	44.51124	750	7.02648071142882
UNKG_Unknown_28	0.7568899748247869	48.81242	926	7.459051082507432
UNKG_Unknown_29	0.7683589912449797	48.83909	866	7.4978185456107695
UNKG_Unknown_30	0.7633267797922448	42.89199000000001	721	7.246914107882054
UNKG_Unknown_31	0.77004760939135	46.86001	795	7.4192632161220935
UNKG_Unknown_32	0.7585801641505631	44.61440999999999	760	7.259502638264875
